½ÃÁ¡,½Ã±º»êÁö,ÀÏÀÚ,Ç°Á¾,µµ¸Å°¡°Ý.¿ø.kg.,°Å·¡·®.Åæ.,°Å·¡±Ý¾×.¹é¸¸¿ø.,¸¶´Ã.¸éÀû..ha.,X10a´ç.»ý»ê·®..kg.,»ý»ê·®..Åæ.,X10a´ç.»ý»ê·®.Åæ,Æò±Õ,Æò±Õ±â¿Â..C.,ÀÏ°­¼ö·®.mm.,Æò±Õ.Ç³¼Ó.m.s.,ÇÕ°è.ÀÏÁ¶½Ã°£.hr.,Æò±Õ.Áö¸é¿Âµµ..C.,Æò±Õ.5cm.ÁöÁß¿Âµµ..C.
2018,¿øÁÖ,2018-02-14,¸¶´ÃÂÐ(¼öÀÔ),2250,0.02,0.04,265,754,1999,0.754,0.24274,2.149723757,6.453846154,2.154143646,5.656353591,4.159668508,3.656353591
2018,¿øÁÖ,2018-09-10,±ñ¸¶´Ã,5250,0.02,0.11,265,754,1999,0.754,0.24274,16.40110497,16.03809524,1.456906077,4.394475138,20.34861878,19.77237569
2018,¿øÁÖ,2018-12-06,±ñ¸¶´Ã,5156,0.45,2.32,265,754,1999,0.754,0.24274,4.12320442,8.966666667,1.572375691,4.71160221,5.943646409,6.143093923
2018,¿øÁÖ,2018-07-05,±âÅ¸,1302,0.21,0.27,265,754,1999,0.754,0.24274,19.53149171,15.20571429,1.598895028,5.449171271,23.7038674,22.58176796
2018,¿øÁÖ,2018-09-05,±ñ¸¶´Ã,5500,0.12,0.66,265,754,1999,0.754,0.24274,17.02486188,16.25645161,1.437569061,4.411049724,21.04696133,20.40497238
2018,¿øÁÖ,2018-03-07,±ñ¸¶´Ã,6306,0.31,1.95,265,754,1999,0.754,0.24274,4.280110497,7.827777778,2.102762431,5.90718232,6.477348066,5.724861878
2018,¿øÁÖ,2018-06-06,±âÅ¸,2400,0.25,0.6,265,754,1999,0.754,0.24274,18.08453039,16.14242424,1.707734807,5.781767956,21.91049724,20.34696133
2018,¿øÁÖ,2018-07-11,±ñ¸¶´Ã,5900,0.15,0.89,265,754,1999,0.754,0.24274,19.77569061,16.96119403,1.548066298,5.314917127,23.95414365,22.85911602
2018,¿øÁÖ,2018-11-10,±ñ¸¶´Ã,6000,0.05,0.3,265,754,1999,0.754,0.24274,7.276243094,13.42553191,1.571270718,4.330939227,9.52320442,9.78121547
2018,¿øÁÖ,2018-07-18,±ñ¸¶´Ã,5900,0.15,0.89,265,754,1999,0.754,0.24274,19.74254144,16.67761194,1.545856354,5.220994475,23.99171271,22.9679558
2018,¿øÁÖ,2018-03-02,¸¶´ÃÂÐ(¼öÀÔ),2188,0.05,0.11,265,754,1999,0.754,0.24274,3.664088398,7.530357143,2.133701657,5.78839779,5.808839779,5.117679558
2018,¿øÁÖ,2018-04-07,¸¶´ÃÂÐ(¼öÀÔ),2375,0.02,0.06,265,754,1999,0.754,0.24274,8.573480663,12.21967213,2.026519337,5.857458564,11.34309392,10.07845304
2018,¿øÁÖ,2018-01-27,¸¶´ÃÂÐ(¼öÀÔ),2438,0.008,0.02,265,754,1999,0.754,0.24274,1.413812155,5.352830189,2.158563536,5.543093923,3.545303867,3.17679558
2018,¿øÁÖ,2018-05-05,¸¶´ÃÂÐ(¼öÀÔ),2375,0.008,0.02,265,754,1999,0.754,0.24274,13.46353591,13.01694915,1.882872928,6.153038674,16.87458564,15.09944751
2018,¿øÁÖ,2018-04-26,¸¶´ÃÂÐ(¼öÀÔ),2375,0.02,0.04,265,754,1999,0.754,0.24274,11.65524862,13.00847458,1.919337017,6.06961326,14.77016575,13.24530387
2018,¿øÁÖ,2018-01-22,¸¶´ÃÂÐ(¼öÀÔ),2438,0.008,0.02,265,754,1999,0.754,0.24274,1.420994475,4.317647059,2.127624309,5.506077348,3.620994475,3.249723757
2018,¿øÁÖ,2018-05-04,±ñ¸¶´Ã,6807,0.35,2.38,265,754,1999,0.754,0.24274,13.25027624,12.8,1.896685083,6.11878453,16.62486188,14.88342541
2018,¿øÁÖ,2018-03-05,¸¶´ÃÂÐ(¼öÀÔ),2188,0.02,0.03,265,754,1999,0.754,0.24274,4.009944751,7.809259259,2.120441989,5.890607735,6.197237569,5.470718232
2018,¿øÁÖ,2018-01-17,¸¶´ÃÂÐ(¼öÀÔ),2438,0.03,0.08,265,754,1999,0.754,0.24274,1.337569061,4.240384615,2.125414365,5.377348066,3.585635359,3.294475138
2018,¿øÁÖ,2018-10-30,±ñ¸¶´Ã,5250,0.1,0.53,265,754,1999,0.754,0.24274,8.985635359,13.45208333,1.522651934,4.349171271,11.59447514,11.78839779
2018,¿øÁÖ,2018-02-10,±ñ¸¶´Ã,6168,0.6,3.67,265,754,1999,0.754,0.24274,1.861325967,6.107692308,2.183425414,5.661325967,3.855801105,3.421546961
2018,¿øÁÖ,2018-12-12,±ñ¸¶´Ã,5248,0.53,2.76,265,754,1999,0.754,0.24274,3.686187845,8.455263158,1.577900552,4.680662983,5.382872928,5.570718232
2018,¿øÁÖ,2018-07-05,±ñ¸¶´Ã,5814,0.53,3.05,265,754,1999,0.754,0.24274,19.53149171,15.20571429,1.598895028,5.449171271,23.7038674,22.58176796
2018,¿øÁÖ,2018-11-26,±ñ¸¶´Ã,5818,0.11,0.64,265,754,1999,0.754,0.24274,5.054696133,12.2952381,1.59558011,4.532044199,7.015469613,7.273480663
2018,¿øÁÖ,2018-02-21,±ñ¸¶´Ã,6700,0.3,2.01,265,754,1999,0.754,0.24274,2.770165746,7.487272727,2.154696133,5.617679558,4.793370166,4.205524862
2018,¿øÁÖ,2018-06-11,±ñ¸¶´Ã,6300,0.04,0.25,265,754,1999,0.754,0.24274,18.52762431,16.05151515,1.719889503,5.76961326,22.43922652,20.94364641
2018,¿øÁÖ,2018-06-09,±ñ¸¶´Ã,6500,0.04,0.26,265,754,1999,0.754,0.24274,18.37458564,16.05151515,1.723756906,5.789502762,22.23867403,20.7160221
2018,¿øÁÖ,2018-03-14,±ñ¸¶´Ã,6700,0.15,1.01,265,754,1999,0.754,0.24274,5.22320442,7.768518519,2.061878453,5.932596685,7.516022099,6.653038674
2018,¿øÁÖ,2018-09-20,±âÅ¸,3400,0.03,0.08,265,754,1999,0.754,0.24274,15.13425414,16.29193548,1.462430939,4.332044199,18.81491713,18.40165746
2018,¿øÁÖ,2018-04-25,±ñ¸¶´Ã,6700,0.11,0.7,265,754,1999,0.754,0.24274,11.42154696,13.00847458,1.930939227,6.061325967,14.53535912,13.03922652
2018,¿øÁÖ,2018-09-19,±ñ¸¶´Ã,5500,0.12,0.66,265,754,1999,0.754,0.24274,15.23701657,16.29193548,1.454143646,4.351933702,18.99337017,18.54640884
2018,¿øÁÖ,2018-08-08,±ñ¸¶´Ã,5629,0.28,1.58,265,754,1999,0.754,0.24274,19.07900552,15.76515152,1.492265193,4.962983425,23.49502762,22.57458564
2018,¿øÁÖ,2018-03-13,±ñ¸¶´Ã,11000,0.005,0.06,265,754,1999,0.754,0.24274,5.076243094,7.905660377,2.064640884,5.935359116,7.355801105,6.523756906
2018,¿øÁÖ,2018-01-30,¸¶´ÃÂÐ(¼öÀÔ),2438,0.03,0.08,265,754,1999,0.754,0.24274,1.534254144,5.352830189,2.159668508,5.627624309,3.606077348,3.204972376
2018,¿øÁÖ,2018-05-29,±ñ¸¶´Ã,5750,0.2,1.15,265,754,1999,0.754,0.24274,17.21878453,14.4734375,1.744198895,5.871270718,20.97016575,19.26850829
2018,¿øÁÖ,2018-01-15,±ñ¸¶´Ã,5803,0.33,1.91,265,754,1999,0.754,0.24274,1.370165746,4.171698113,2.12320442,5.306629834,3.609944751,3.351381215
2018,¿øÁÖ,2018-05-17,±ñ¸¶´Ã,7167,0.02,0.11,265,754,1999,0.754,0.24274,15.65469613,13.395,1.760773481,6.104972376,19.22209945,17.41546961
2018,¿øÁÖ,2018-04-18,±ñ¸¶´Ã,6540,0.5,3.27,265,754,1999,0.754,0.24274,10.20773481,12.84166667,1.962430939,5.919337017,13.13701657,11.79005525
2018,¿øÁÖ,2018-01-27,±ñ¸¶´Ã,6300,0.2,1.26,265,754,1999,0.754,0.24274,1.413812155,5.352830189,2.158563536,5.543093923,3.545303867,3.17679558
2018,¿øÁÖ,2018-02-26,±ñ¸¶´Ã,6250,0.28,1.75,265,754,1999,0.754,0.24274,3.272375691,7.577358491,2.148066298,5.733701657,5.354696133,4.706629834
2018,¿øÁÖ,2018-09-11,±ñ¸¶´Ã,6923,0.01,0.09,265,754,1999,0.754,0.24274,16.27016575,16.28870968,1.455248619,4.397790055,20.19668508,19.63922652
2018,¿øÁÖ,2018-05-04,±ñ¸¶´Ã,6600,0.4,2.64,265,754,1999,0.754,0.24274,13.25027624,12.8,1.896685083,6.11878453,16.62486188,14.88342541
2018,¿øÁÖ,2018-03-14,±ñ¸¶´Ã,6500,0.02,0.13,265,754,1999,0.754,0.24274,5.22320442,7.768518519,2.061878453,5.932596685,7.516022099,6.653038674
2018,¿øÁÖ,2018-04-04,±ñ¸¶´Ã,6700,0.23,1.51,265,754,1999,0.754,0.24274,8.13038674,11.23793103,2.015469613,5.928176796,10.89281768,9.641436464
2018,¿øÁÖ,2018-03-07,±ñ¸¶´Ã,6700,0.3,2.01,265,754,1999,0.754,0.24274,4.280110497,7.827777778,2.102762431,5.90718232,6.477348066,5.724861878
2018,¿øÁÖ,2018-02-23,¸¶´ÃÂÐ(¼öÀÔ),2188,0.03,0.07,265,754,1999,0.754,0.24274,2.974033149,7.62,2.150276243,5.677348066,5.022651934,4.403314917
2018,¿øÁÖ,2018-02-07,±ñ¸¶´Ã,6700,0.3,2.01,265,754,1999,0.754,0.24274,1.74198895,6.124528302,2.189502762,5.645856354,3.733701657,3.338674033
2018,¿øÁÖ,2018-01-29,±ñ¸¶´Ã,6036,0.42,2.53,265,754,1999,0.754,0.24274,1.475690608,5.352830189,2.159668508,5.608839779,3.572375691,3.182320442
2018,¿øÁÖ,2018-04-11,±ñ¸¶´Ã,6000,0.03,0.18,265,754,1999,0.754,0.24274,9.074033149,12.88166667,1.983425414,5.82320442,11.88895028,10.6198895
2018,¿øÁÖ,2018-09-12,±ñ¸¶´Ã,5500,0.11,0.58,265,754,1999,0.754,0.24274,16.14861878,16.28709677,1.449723757,4.374585635,20.06353591,19.51160221
2018,¿øÁÖ,2018-02-06,±ñ¸¶´Ã,5254,0.59,3.1,265,754,1999,0.754,0.24274,1.745856354,6.011111111,2.191712707,5.677900552,3.737016575,3.329834254
2018,¿øÁÖ,2018-06-19,¸¶´Ã(ÀÏ¹Ý),1475,2.46,3.63,265,754,1999,0.754,0.24274,19.07403315,15.56716418,1.665745856,5.731491713,23.11049724,21.68176796
2018,¿øÁÖ,2018-05-25,±ñ¸¶´Ã,8365,0.01,0.11,265,754,1999,0.754,0.24274,16.77348066,13.23278689,1.736464088,5.982320442,20.50165746,18.71270718
2018,¿øÁÖ,2018-01-17,±ñ¸¶´Ã,6700,0.23,1.51,265,754,1999,0.754,0.24274,1.337569061,4.240384615,2.125414365,5.377348066,3.585635359,3.294475138
2018,¿øÁÖ,2018-02-21,±ñ¸¶´Ã,6357,0.28,1.78,265,754,1999,0.754,0.24274,2.770165746,7.487272727,2.154696133,5.617679558,4.793370166,4.205524862
2018,¿øÁÖ,2018-03-08,¸¶´ÃÂÐ(¼öÀÔ),2188,0.06,0.14,265,754,1999,0.754,0.24274,4.397790055,7.971698113,2.102209945,5.922099448,6.617127072,5.854696133
2018,¿øÁÖ,2018-03-05,±ñ¸¶´Ã,6341,0.39,2.45,265,754,1999,0.754,0.24274,4.009944751,7.809259259,2.120441989,5.890607735,6.197237569,5.470718232
2018,¿øÁÖ,2018-11-19,±ñ¸¶´Ã,7692,0.01,0.1,265,754,1999,0.754,0.24274,5.91160221,13.69565217,1.60441989,4.372375691,7.958563536,8.283977901
2018,¿øÁÖ,2018-07-12,¸¶´ÃÂÐ(¼öÀÔ),2225,0.008,0.02,265,754,1999,0.754,0.24274,19.77292818,16.71911765,1.54640884,5.291160221,23.97016575,22.88342541
2018,¿øÁÖ,2018-03-03,±ñ¸¶´Ã,6365,0.43,2.71,265,754,1999,0.754,0.24274,3.782320442,7.530357143,2.135359116,5.809392265,5.937569061,5.232596685
2018,¿øÁÖ,2018-05-21,±ñ¸¶´Ã,6000,0.03,0.18,265,754,1999,0.754,0.24274,16.19558011,13.19180328,1.752486188,6.083977901,19.87624309,18.06685083
2018,¿øÁÖ,2018-02-22,±ñ¸¶´Ã,5974,0.38,2.27,265,754,1999,0.754,0.24274,2.872928177,7.4875,2.149171271,5.636464088,4.916022099,4.305524862
2018,¿øÁÖ,2018-07-06,±ñ¸¶´Ã,6367,0.23,1.43,265,754,1999,0.754,0.24274,19.58618785,15.27391304,1.584530387,5.444198895,23.76077348,22.63425414
2018,¿øÁÖ,2018-03-02,±ñ¸¶´Ã,6377,0.22,1.38,265,754,1999,0.754,0.24274,3.664088398,7.530357143,2.133701657,5.78839779,5.808839779,5.117679558
2018,¿øÁÖ,2018-03-19,¸¶´ÃÂÐ(¼öÀÔ),2375,0.008,0.02,265,754,1999,0.754,0.24274,5.90441989,7.768518519,2.038674033,5.933701657,8.285635359,7.322099448
2018,¿øÁÖ,2018-02-15,¸¶´ÃÂÐ(¼öÀÔ),1750,0.04,0.07,265,754,1999,0.754,0.24274,2.251933702,6.40754717,2.151933702,5.61878453,4.242541436,3.730939227
2018,¿øÁÖ,2018-05-16,±ñ¸¶´Ã,6540,0.5,3.27,265,754,1999,0.754,0.24274,15.49889503,13.395,1.759668508,6.107734807,19.03756906,17.23370166
2018,¿øÁÖ,2018-03-01,±ñ¸¶´Ã,6317,0.32,1.99,265,754,1999,0.754,0.24274,3.549723757,7.665454545,2.135911602,5.776243094,5.690055249,5.009392265
2018,¿øÁÖ,2018-01-31,±ñ¸¶´Ã,6265,0.17,1.07,265,754,1999,0.754,0.24274,1.577348066,5.352830189,2.160220994,5.65801105,3.639779006,3.229834254
2018,¿øÁÖ,2018-11-07,±ñ¸¶´Ã,5362,0.95,5.07,265,754,1999,0.754,0.24274,7.697237569,13.22291667,1.549171271,4.294475138,10,10.28287293
2018,¿øÁÖ,2018-02-28,±ñ¸¶´Ã,6265,0.34,2.13,265,754,1999,0.754,0.24274,3.454143646,7.455555556,2.14640884,5.777348066,5.586187845,4.912154696
2018,¿øÁÖ,2018-02-23,±ñ¸¶´Ã,6267,0.3,1.88,265,754,1999,0.754,0.24274,2.974033149,7.62,2.150276243,5.677348066,5.022651934,4.403314917
2018,¿øÁÖ,2018-02-28,¸¶´ÃÂÐ(¼öÀÔ),2188,0.03,0.07,265,754,1999,0.754,0.24274,3.454143646,7.455555556,2.14640884,5.777348066,5.586187845,4.912154696
2018,¿øÁÖ,2018-04-11,±ñ¸¶´Ã,6700,0.15,1.01,265,754,1999,0.754,0.24274,9.074033149,12.88166667,1.983425414,5.82320442,11.88895028,10.6198895
2018,¿øÁÖ,2018-01-16,±ñ¸¶´Ã,6048,0.21,1.27,265,754,1999,0.754,0.24274,1.350828729,4.171698113,2.122651934,5.328729282,3.593370166,3.31878453
2018,¿øÁÖ,2018-02-07,±ñ¸¶´Ã,6280,0.25,1.57,265,754,1999,0.754,0.24274,1.74198895,6.124528302,2.189502762,5.645856354,3.733701657,3.338674033
2018,¿øÁÖ,2018-12-13,±ñ¸¶´Ã,5500,0.02,0.11,265,754,1999,0.754,0.24274,3.593922652,8.455263158,1.596685083,4.716574586,5.282320442,5.466850829
2018,¿øÁÖ,2018-01-29,¸¶´ÃÂÐ(¼öÀÔ),2438,0.008,0.02,265,754,1999,0.754,0.24274,1.475690608,5.352830189,2.159668508,5.608839779,3.572375691,3.182320442
2018,¿øÁÖ,2018-08-01,±ñ¸¶´Ã,5900,0.23,1.33,265,754,1999,0.754,0.24274,19.31823204,15.63970588,1.545303867,4.922099448,23.68729282,22.78232044
2018,¿øÁÖ,2018-02-09,±ñ¸¶´Ã,6333,0.36,2.28,265,754,1999,0.754,0.24274,1.796132597,6.107692308,2.183425414,5.650276243,3.795027624,3.38121547
2018,¿øÁÖ,2018-08-01,¸¶´ÃÂÐ(¼öÀÔ),2275,0.008,0.02,265,754,1999,0.754,0.24274,19.31823204,15.63970588,1.545303867,4.922099448,23.68729282,22.78232044
2018,¿øÁÖ,2018-02-26,¸¶´ÃÂÐ(¼öÀÔ),2188,0.06,0.12,265,754,1999,0.754,0.24274,3.272375691,7.577358491,2.148066298,5.733701657,5.354696133,4.706629834
2018,¿øÁÖ,2018-02-24,±ñ¸¶´Ã,6408,0.31,1.97,265,754,1999,0.754,0.24274,3.071823204,7.511111111,2.145303867,5.706077348,5.135911602,4.506077348
2018,¿øÁÖ,2018-02-08,±ñ¸¶´Ã,6443,0.36,2.34,265,754,1999,0.754,0.24274,1.761878453,6.124528302,2.196132597,5.625966851,3.750276243,3.351933702
2018,¿øÁÖ,2018-03-22,±ñ¸¶´Ã,6700,0.23,1.51,265,754,1999,0.754,0.24274,6.334254144,7.630909091,2.038674033,5.937016575,8.808287293,7.759116022
2018,¿øÁÖ,2018-07-25,±ñ¸¶´Ã,5900,0.15,0.89,265,754,1999,0.754,0.24274,19.60718232,16.04393939,1.520441989,5.094475138,23.92928177,22.96298343
2018,¿øÁÖ,2018-01-20,¸¶´ÃÂÐ(¼öÀÔ),2438,0.02,0.06,265,754,1999,0.754,0.24274,1.364088398,4.321568627,2.133701657,5.47679558,3.573480663,3.242541436
2018,¿øÁÖ,2018-02-27,±ñ¸¶´Ã,6095,0.43,2.61,265,754,1999,0.754,0.24274,3.371270718,7.577358491,2.144751381,5.774585635,5.477348066,4.811049724
2018,¿øÁÖ,2018-02-01,±ñ¸¶´Ã,6700,0.15,1.01,265,754,1999,0.754,0.24274,1.584530387,5.596296296,2.165745856,5.645856354,3.648066298,3.245856354
2018,¿øÁÖ,2018-03-07,¸¶´ÃÂÐ(¼öÀÔ),2188,0.06,0.12,265,754,1999,0.754,0.24274,4.280110497,7.827777778,2.102762431,5.90718232,6.477348066,5.724861878
2018,¿øÁÖ,2018-02-22,¸¶´ÃÂÐ(¼öÀÔ),2188,0.18,0.4,265,754,1999,0.754,0.24274,2.872928177,7.4875,2.149171271,5.636464088,4.916022099,4.305524862
2018,¿øÁÖ,2018-03-06,±ñ¸¶´Ã,6157,0.58,3.56,265,754,1999,0.754,0.24274,4.154696133,7.809259259,2.108287293,5.902762431,6.344751381,5.59558011
2018,¿øÁÖ,2018-03-28,±ñ¸¶´Ã,6300,0.2,1.26,265,754,1999,0.754,0.24274,7.156353591,8.903636364,2.033149171,6.027624309,9.873480663,8.65801105
2018,¿øÁÖ,2018-04-26,±ñ¸¶´Ã,6500,0.01,0.07,265,754,1999,0.754,0.24274,11.65524862,13.00847458,1.919337017,6.06961326,14.77016575,13.24530387
2018,¿øÁÖ,2018-02-05,±ñ¸¶´Ã,6316,0.34,2.17,265,754,1999,0.754,0.24274,1.713259669,6.011111111,2.191712707,5.691712707,3.714364641,3.305524862
2018,¿øÁÖ,2018-11-21,±ñ¸¶´Ã,5218,0.55,2.87,265,754,1999,0.754,0.24274,5.639226519,13.59574468,1.597237569,4.38839779,7.631491713,7.968508287
2018,¿øÁÖ,2018-02-03,±ñ¸¶´Ã,6361,0.35,2.21,265,754,1999,0.754,0.24274,1.60441989,5.822641509,2.185635359,5.706077348,3.656353591,3.25801105
2018,¿øÁÖ,2018-02-13,±ñ¸¶´Ã,6500,0.49,3.19,265,754,1999,0.754,0.24274,2.053038674,6.453846154,2.177348066,5.65359116,4.053038674,3.58121547
2018,¿øÁÖ,2018-02-02,±ñ¸¶´Ã,6437,0.36,2.28,265,754,1999,0.754,0.24274,1.573480663,5.718518519,2.174033149,5.664088398,3.643646409,3.249723757
2018,¿øÁÖ,2018-02-13,¸¶´ÃÂÐ(¼öÀÔ),1875,0.02,0.03,265,754,1999,0.754,0.24274,2.053038674,6.453846154,2.177348066,5.65359116,4.053038674,3.58121547
2018,¿øÁÖ,2018-11-17,±ñ¸¶´Ã,6000,0.03,0.18,265,754,1999,0.754,0.24274,6.197237569,13.69565217,1.586187845,4.339226519,8.291712707,8.607734807
2018,¿øÁÖ,2018-02-12,±ñ¸¶´Ã,6426,0.55,3.52,265,754,1999,0.754,0.24274,1.991160221,6.350943396,2.192265193,5.648066298,3.978453039,3.52320442
2018,¿øÁÖ,2018-11-14,±ñ¸¶´Ã,5218,0.55,2.87,265,754,1999,0.754,0.24274,6.593370166,13.42553191,1.585082873,4.332596685,8.779005525,9.082320442
2018,¿øÁÖ,2018-02-15,±ñ¸¶´Ã,6374,0.56,3.59,265,754,1999,0.754,0.24274,2.251933702,6.40754717,2.151933702,5.61878453,4.242541436,3.730939227
2018,¿øÁÖ,2018-12-27,±ñ¸¶´Ã,5171,0.59,3.03,265,754,1999,0.754,0.24274,2.654696133,9.06969697,1.691712707,4.966298343,4.152486188,4.276243094
2018,¿øÁÖ,2018-02-01,¸¶´ÃÂÐ(¼öÀÔ),2438,0.05,0.12,265,754,1999,0.754,0.24274,1.584530387,5.596296296,2.165745856,5.645856354,3.648066298,3.245856354
2018,¿øÁÖ,2018-02-14,±ñ¸¶´Ã,6700,0.11,0.7,265,754,1999,0.754,0.24274,2.149723757,6.453846154,2.154143646,5.656353591,4.159668508,3.656353591
2018,¿øÁÖ,2018-02-14,±ñ¸¶´Ã,6321,0.42,2.66,265,754,1999,0.754,0.24274,2.149723757,6.453846154,2.154143646,5.656353591,4.159668508,3.656353591
2018,¿øÁÖ,2018-01-15,¸¶´ÃÂÐ(¼öÀÔ),2438,0.008,0.02,265,754,1999,0.754,0.24274,1.370165746,4.171698113,2.12320442,5.306629834,3.609944751,3.351381215
2018,¿øÁÖ,2018-01-22,±ñ¸¶´Ã,5913,0.81,4.77,265,754,1999,0.754,0.24274,1.420994475,4.317647059,2.127624309,5.506077348,3.620994475,3.249723757
2018,¿øÁÖ,2018-09-11,¸¶´ÃÂÐ(¼öÀÔ),2375,0.008,0.02,265,754,1999,0.754,0.24274,16.27016575,16.28870968,1.455248619,4.397790055,20.19668508,19.63922652
2018,¿øÁÖ,2018-10-24,±ñ¸¶´Ã,5191,0.76,3.95,265,754,1999,0.754,0.24274,9.998342541,12.914,1.509944751,4.380110497,12.90110497,12.94254144
2018,¿øÁÖ,2018-02-08,¸¶´ÃÂÐ(¼öÀÔ),2188,0.44,0.96,265,754,1999,0.754,0.24274,1.761878453,6.124528302,2.196132597,5.625966851,3.750276243,3.351933702
2018,¿øÁÖ,2018-01-30,±ñ¸¶´Ã,6256,0.22,1.36,265,754,1999,0.754,0.24274,1.534254144,5.352830189,2.159668508,5.627624309,3.606077348,3.204972376
2018,¿øÁÖ,2018-11-28,±ñ¸¶´Ã,5148,0.61,3.14,265,754,1999,0.754,0.24274,4.849723757,11.8975,1.595027624,4.613812155,6.80441989,7.030939227
2018,¿øÁÖ,2018-01-19,±ñ¸¶´Ã,5868,0.38,2.23,265,754,1999,0.754,0.24274,1.340883978,4.321568627,2.135359116,5.450276243,3.56961326,3.254696133
2018,¿øÁÖ,2018-03-21,±ñ¸¶´Ã,6500,0.08,0.52,265,754,1999,0.754,0.24274,6.203867403,7.630909091,2.035359116,5.920994475,8.632596685,7.614364641
2018,¿øÁÖ,2018-02-27,¸¶´ÃÂÐ(¼öÀÔ),2188,0.02,0.03,265,754,1999,0.754,0.24274,3.371270718,7.577358491,2.144751381,5.774585635,5.477348066,4.811049724
2018,¿øÁÖ,2018-10-30,±ñ¸¶´Ã,5000,0.02,0.1,265,754,1999,0.754,0.24274,8.985635359,13.45208333,1.522651934,4.349171271,11.59447514,11.78839779
2018,¿øÁÖ,2018-01-18,±ñ¸¶´Ã,5667,0.57,3.23,265,754,1999,0.754,0.24274,1.332044199,4.321568627,2.127624309,5.424861878,3.583425414,3.274585635
2018,¿øÁÖ,2018-03-06,¸¶´ÃÂÐ(¼öÀÔ),2188,0.06,0.14,265,754,1999,0.754,0.24274,4.154696133,7.809259259,2.108287293,5.902762431,6.344751381,5.59558011
2018,¿øÁÖ,2018-03-08,±ñ¸¶´Ã,6369,0.33,2.07,265,754,1999,0.754,0.24274,4.397790055,7.971698113,2.102209945,5.922099448,6.617127072,5.854696133
2018,¿øÁÖ,2018-10-11,±ñ¸¶´Ã,5386,0.44,2.37,265,754,1999,0.754,0.24274,12.08342541,13.17142857,1.467403315,4.608287293,15.46574586,15.27071823
2018,¿øÁÖ,2018-05-24,±ñ¸¶´Ã,6540,0.25,1.64,265,754,1999,0.754,0.24274,16.64254144,13.19180328,1.747513812,6.009392265,20.36243094,18.55469613
2018,¿øÁÖ,2018-02-20,±ñ¸¶´Ã,6306,0.22,1.41,265,754,1999,0.754,0.24274,2.68121547,7.438181818,2.15359116,5.597790055,4.690055249,4.117679558
2018,¿øÁÖ,2018-01-17,±ñ¸¶´Ã,5823,0.33,1.91,265,754,1999,0.754,0.24274,1.337569061,4.240384615,2.125414365,5.377348066,3.585635359,3.294475138
2018,¿øÁÖ,2018-01-20,±ñ¸¶´Ã,5949,0.55,3.29,265,754,1999,0.754,0.24274,1.364088398,4.321568627,2.133701657,5.47679558,3.573480663,3.242541436
2018,¿øÁÖ,2018-09-28,±ñ¸¶´Ã,5500,0.15,0.83,265,754,1999,0.754,0.24274,14.07513812,15.49322034,1.452486188,4.299447514,17.52320442,17.22707182
2018,¿øÁÖ,2018-03-03,¸¶´ÃÂÐ(¼öÀÔ),2188,0.008,0.02,265,754,1999,0.754,0.24274,3.782320442,7.530357143,2.135359116,5.809392265,5.937569061,5.232596685
2018,¿øÁÖ,2018-01-31,¸¶´ÃÂÐ(¼öÀÔ),2438,0.008,0.02,265,754,1999,0.754,0.24274,1.577348066,5.352830189,2.160220994,5.65801105,3.639779006,3.229834254
2018,¿øÁÖ,2018-10-17,±ñ¸¶´Ã,5230,0.56,2.9,265,754,1999,0.754,0.24274,11.16187845,12.914,1.464088398,4.463535912,14.39171271,14.25635359
2018,¿øÁÖ,2018-02-01,±ñ¸¶´Ã,6250,0.24,1.5,265,754,1999,0.754,0.24274,1.584530387,5.596296296,2.165745856,5.645856354,3.648066298,3.245856354
2018,¿øÁÖ,2018-08-18,±ñ¸¶´Ã,5500,0.12,0.66,265,754,1999,0.754,0.24274,18.61160221,15.6796875,1.464640884,4.861878453,22.95359116,22.11546961
2018,¿øÁÖ,2018-01-16,¸¶´ÃÂÐ(¼öÀÔ),2438,0.03,0.08,265,754,1999,0.754,0.24274,1.350828729,4.171698113,2.122651934,5.328729282,3.593370166,3.31878453
2018,¿øÁÖ,2018-01-18,¸¶´ÃÂÐ(¼öÀÔ),2438,0.02,0.04,265,754,1999,0.754,0.24274,1.332044199,4.321568627,2.127624309,5.424861878,3.583425414,3.274585635
2018,¿øÁÖ,2018-09-22,¸¶´ÃÂÐ(¼öÀÔ),2375,0.008,0.02,265,754,1999,0.754,0.24274,14.87734807,16.29193548,1.451381215,4.294475138,18.45801105,18.09944751
2018,¿øÁÖ,2018-02-10,¸¶´ÃÂÐ(¼öÀÔ),2188,0.05,0.11,265,754,1999,0.754,0.24274,1.861325967,6.107692308,2.183425414,5.661325967,3.855801105,3.421546961
2018,¿øÁÖ,2018-08-29,±ñ¸¶´Ã,5500,0.15,0.83,265,754,1999,0.754,0.24274,17.67955801,15.84677419,1.445303867,4.633149171,21.85414365,21.16243094
2018,Á¤¼±,2018-05-31,±âÅ¸,1575,10.04,15.81,265,754,1999,0.754,8.836666667,17.44640884,14.6609375,1.717679558,5.835359116,21.2038674,19.53259669
2018,Á¤¼±,2018-06-01,±âÅ¸,1418,10,14.18,265,754,1999,0.754,8.836666667,17.59116022,14.62,1.714917127,5.797237569,21.33425414,19.67403315
